38.15570, 14.77095, 
38.15569, 14.77095, 
38.15569, 14.77095, 
38.15569, 14.77094, 
38.15569, 14.77095, 
38.15569, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77094, 
38.15570, 14.77094, 
38.15570, 14.77094, 
38.15570, 14.77094, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77096, 
38.15570, 14.77095, 
38.15570, 14.77096, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15571, 14.77095, 
38.15571, 14.77096, 
38.15571, 14.77095, 
38.15570, 14.77096, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77096, 
38.15570, 14.77096, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15571, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77094, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15572, 14.77096, 
38.15572, 14.77096, 
38.15571, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77096, 
38.15570, 14.77096, 
38.15571, 14.77095, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77096, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77096, 
38.15570, 14.77096, 
38.15570, 14.77096, 
38.15570, 14.77096, 
38.15571, 14.77097, 
38.15571, 14.77097, 
38.15571, 14.77097, 
38.15572, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15572, 14.77097, 
38.15571, 14.77097, 
38.15571, 14.77097, 
38.15572, 14.77097, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15572, 14.77096, 
38.15572, 14.77097, 
38.15572, 14.77097, 
38.15571, 14.77097, 
38.15572, 14.77097, 
38.15572, 14.77097, 
38.15572, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77095, 
38.15570, 14.77095, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15570, 14.77097, 
38.15571, 14.77097, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77097, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15570, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15570, 14.77096, 
38.15570, 14.77096, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15572, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77095, 
38.15571, 14.77096, 
38.15571, 14.77095, 
38.15571, 14.77095, 
38.15572, 14.77096, 
38.15572, 14.77096, 
38.15572, 14.77096, 
38.15572, 14.77096, 
38.15571, 14.77096, 
38.15572, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15570, 14.77096, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77094, 
38.15570, 14.77094, 
38.15570, 14.77094, 
38.15570, 14.77095, 
38.15571, 14.77095, 
38.15571, 14.77095, 
38.15571, 14.77095, 
38.15572, 14.77096, 
38.15572, 14.77096, 
38.15571, 14.77096, 
38.15572, 14.77095, 
38.15572, 14.77095, 
38.15571, 14.77095, 
38.15572, 14.77095, 
38.15572, 14.77095, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15571, 14.77096, 
38.15572, 14.77096, 
38.15571, 14.77095, 
38.15571, 14.77095, 
38.15571, 14.77095, 
38.15570, 14.77095, 
38.15571, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77094, 
38.15570, 14.77094, 
38.15570, 14.77094, 
38.15570, 14.77094, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77096, 
38.15570, 14.77096, 
38.15570, 14.77096, 
38.15570, 14.77096, 
38.15570, 14.77096, 
38.15570, 14.77096, 
38.15570, 14.77096, 
38.15570, 14.77096, 
38.15570, 14.77096, 
38.15570, 14.77096, 
38.15570, 14.77095, 
38.15571, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77094, 
38.15570, 14.77095, 
38.15570, 14.77094, 
38.15570, 14.77094, 
38.15570, 14.77094, 
38.15570, 14.77095, 
38.15571, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77094, 
38.15569, 14.77094, 
38.15569, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77096, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15570, 14.77095, 
38.15571, 14.77096, 
38.15570, 14.77096, 
38.15570, 14.77096, 
